Number,ID,Complexity,Type,Instruction,Referents,,object_name,x,y,z,Referents_Original,Referents_Cleaned,Referents_AnchorMapped,Referents_Changed,Referents_Unparsed
782,Medium-782,medium,direct,"Carry that chair near the desk, then verify that file.","Chair1, Desk7, File3",,,,,,"Chair1, Desk7, File3","Chair1, Desk7, File3","chair1, desk7, file3",false,
783,Medium-783,medium,direct,"Arrange that file, then arrange that laptop.","File2, Laptop2",,,,,,"File2, Laptop2","File2, Laptop2","file2, laptop2",false,
784,Medium-784,medium,indirect,"Instruct that colleague to place that chair by the desk, then push that chair in front of the desk","Person2, Chair4, Desk8, Chair6, Desk5",,,,,,"Person2, Chair4, Desk8, Chair6, Desk5,","Person2, Chair4, Desk8, Chair6, Desk5","person2, chair4, desk8, chair6, desk5",true,
785,Medium-785,medium,direct,"Move that laptop next to the desk, then slide that file close to the desk.","Laptop1, Desk7, File3, Desk5",,,,,,"Laptop1, Desk7, File3, Desk5","Laptop1, Desk7, File3, Desk5","laptop1, desk7, file3, desk5",false,
786,Medium-786,medium,direct,"Verify that lamp for brightness, then move that file close to the spot.","Lamp1, File1, PointB",,,,,,"Lamp1, File1, PointB","Lamp1, File1, PointB","lamp1, file1, pointB",false,
787,Medium-787,medium,indirect,"Request that colleague to push that file close to the desk, then close that door, then push that chair near the spot.","Person3, File1, Desk4, Door1, Chair8, PointA",,,,,,"Person3, File1, Desk4, Door1, Chair8, PointA","Person3, File1, Desk4, Door1, Chair8, PointA","person3, file1, desk4, door1, chair8, pointA",false,
788,Medium-788,medium,direct,"Carry that chair near the spot, then adjust that chair.","Chair5, PointA, Chair8",,,,,,"Chair5, PointA, Chair8","Chair5, PointA, Chair8","chair5, pointA, chair8",false,
789,Medium-789,medium,direct,"Push that laptop close to the desk, then open that drawer, then adjust that lamp.","Laptop1, Desk2, Drawer1, Lamp2",,,,,,"Laptop1, Desk2, Drawer1, Lamp2","Laptop1, Desk2, Drawer1, Lamp2","laptop1, desk2, Drawer1, lamp2",false,
790,Medium-790,medium,direct,"Reposition that chair near the door, then  move that file near the door.","Chair6, Door1, File2",,,,,,"Chair6, Door1, File2","Chair6, Door1, File2","chair6, door1, file2",false,
791,Medium-791,medium,indirect,"Instruct that colleague to secure that chair, then inspect that door for scratches.","Person1, Chair6, Door1",,,,,,"Person1, Chair6, Door1","Person1, Chair6, Door1","person1, chair6, door1",false,
792,Medium-792,medium,indirect,"Ask that colleague to inspect that file for its label, then move that chair next to the desk.","Person1, File2, Chair5, Desk7",,,,,,"Person1, File2, Chair5, Desk7","Person1, File2, Chair5, Desk7","person1, file2, chair5, desk7",false,
793,Medium-793,medium,direct,"Inspect that printer for paper and toner, then tidy that drawer.","Printer, Drawer2",,,,,,"Printer1, Drawer2","Printer, Drawer2","printer, drawer2",true,
794,Medium-794,medium,indirect,"Request that colleague to check that desk for clutter, then place that file close to the desk.","Person2, Desk1, File2, Desk8",,,,,,"Person2, Desk1, File2, Desk8","Person2, Desk1, File2, Desk8","person2, desk1, file2, desk8",false,
795,Medium-795,medium,direct,"Reposition that file near the printer, then secure that chair.","File5, Printer1, Chair8",,,,,,"File5, Printer1, Chair8","File5, Printer1, Chair8","file5, printer, chair8",false,
796,Medium-796,medium,direct,"Slide that chair in front of the desk, then adjust that lamp.","Chair5, Desk6, Lamp3",,,,,,"Chair5, Desk6, Lamp3","Chair5, Desk6, Lamp3","chair5, desk6, lamp3",false,
797,Medium-797,medium,direct,"Verify that desk for clutter, then close that drawer.","Desk5, Drawer1",,,,,,"Desk5, Drawer1","Desk5, Drawer1","desk5, Drawer1",false,
798,Medium-798,medium,direct,"Slide that file next to the spot, then close that drawer.","File2, PointB, Drawer1",,,,,,"File2, PointB, Drawer1","File2, PointB, Drawer1","file2, pointB, Drawer1",false,
799,Medium-799,medium,direct,"Close that drawer, then move that file next to the desk.","Drawer1, File1, Desk5",,,,,,"Drawer1, File1, Desk5","Drawer1, File1, Desk5","Drawer1, file1, desk5",false,
800,Medium-800,medium,direct,"Adjust that lamp, then tidy that drawer.","Lamp2, Drawer1",,,,,,"Lamp2, Drawer1","Lamp2, Drawer1","lamp2, Drawer1",false,
